"","Nation","year_month","CartPriceInCP","Coord_X","Coord_Y"
"595","Chult","2022-07",328432,2444,3414
"596","Chult","2022-03",248210,2444,3414
"597","Chult","2022-05",277947,2444,3414
"598","Chult","2022-06",469150,2444,3414
"599","Chult","2022-02",426726,2444,3414
"600","Chult","2022-04",490164,2444,3414
"601","Cormanthar","2019-06",280478,1452,2422
"602","Cormanthar","2019-03",234846,1452,2422
"603","Cormanthar","2019-05",385831,1452,2422
"604","Cormanthar","2019-01",217597,1452,2422
"605","Cormanthar","2019-02",310165,1452,2422
"606","Cormanthar","2019-07",365203,1452,2422
"607","Cormanthar","2019-04",325177,1452,2422
"608","Cormanthar","2022-08",259748,1452,2422
"609","Cormanthar","2022-09",311412,1452,2422
"610","Cormanthar","2022-01",486504,1452,2422
"611","Cormanthar","2022-02",295566,1452,2422
"612","Cormanthar","2022-03",201879,1452,2422
"613","Cormanthar","2022-04",359076,1452,2422
"614","Cormanthar","2022-05",434649,1452,2422
"615","Cormanthar","2022-06",412513,1452,2422
"616","Cormanthar","2022-07",366355,1452,2422
"617","Cormanthar","2020-05",315363,1452,2422
"618","Cormanthar","2020-06",407189,1452,2422
"619","Cormanthar","2022-10",338798,1452,2422
"620","Cormanthar","2022-11",325152,1452,2422
"621","Cormanthar","2019-08",246288,1452,2422
"622","Cormanthar","2019-09",177628,1452,2422
"623","Cormanthar","2019-10",364072,1452,2422
"624","Cormanthar","2019-11",206774,1452,2422
"625","Cormanthar","2019-12",306866,1452,2422
"626","Cormanthar","2020-01",272415,1452,2422
"627","Cormanthar","2020-02",367179,1452,2422
"628","Cormanthar","2020-03",219151,1452,2422
"629","Cormanthar","2020-04",220077,1452,2422
"630","Cormanthar","2021-06",287001,1452,2422
"631","Cormanthar","2021-07",368241,1452,2422
"632","Cormanthar","2021-08",304301,1452,2422
"633","Cormanthar","2021-09",280387,1452,2422
"634","Cormanthar","2021-10",289756,1452,2422
"635","Cormanthar","2021-11",153225,1452,2422
"636","Cormanthar","2021-12",275853,1452,2422
"637","Cormanthar","2020-11",284433,1452,2422
"638","Cormanthar","2022-12",418043,1452,2422
"639","Cormanthar","2023-01",352111,1452,2422
"640","Cormanthar","2023-02",304701,1452,2422
"641","Cormanthar","2023-03",477228,1452,2422
"642","Cormanthar","2023-04",333762,1452,2422
"643","Cormanthar","2023-05",324258,1452,2422
"644","Cormanthar","2023-06",265027,1452,2422
"645","Cormanthar","2023-07",209269,1452,2422
"646","Cormanthar","2020-07",319339,1452,2422
"647","Cormanthar","2020-08",286867,1452,2422
"648","Cormanthar","2020-09",338269,1452,2422
"649","Cormanthar","2020-10",414712,1452,2422
"650","Cormanthar","2023-09",301173,1452,2422
"651","Cormanthar","2020-12",314822,1452,2422
"652","Cormanthar","2021-01",353642,1452,2422
"653","Cormanthar","2021-02",207666,1452,2422
"654","Cormanthar","2021-03",189408,1452,2422
"655","Cormanthar","2021-04",336915,1452,2422
"656","Cormanthar","2021-05",287374,1452,2422
"657","Cormanthar","2023-11",265840,1452,2422
"658","Cormanthar","2023-08",338294,1452,2422
"659","Cormanthar","2023-10",231060,1452,2422
"660","Cormanthar","2023-12",347401,1452,2422
"661","Cormyr","2020-09",1202036,1696,2666
"662","Cormyr","2020-07",1263481,1696,2666
"663","Cormyr","2023-09",1539010,1696,2666
"664","Cormyr","2020-10",1251986,1696,2666
"665","Cormyr","2020-11",1535834,1696,2666
"666","Cormyr","2020-08",1457232,1696,2666
"667","Cormyr","2020-04",1360374,1696,2666
"668","Cormyr","2020-05",1196831,1696,2666
"669","Cormyr","2020-06",1317088,1696,2666
"670","Cormyr","2022-12",1331791,1696,2666
"671","Cormyr","2023-01",1182426,1696,2666
"672","Cormyr","2023-02",1243289,1696,2666
"673","Cormyr","2023-03",1352334,1696,2666
"674","Cormyr","2023-04",1475761,1696,2666
"675","Cormyr","2020-12",1777218,1696,2666
"676","Cormyr","2021-01",1477999,1696,2666
"677","Cormyr","2023-10",1342581,1696,2666
"678","Cormyr","2023-11",1413462,1696,2666
"679","Cormyr","2023-12",1250215,1696,2666
"680","Cormyr","2020-03",1222119,1696,2666
"681","Cormyr","2021-05",1348192,1696,2666
"682","Cormyr","2021-06",1031849,1696,2666
"683","Cormyr","2021-07",1244641,1696,2666
"684","Cormyr","2021-08",1336381,1696,2666
"685","Cormyr","2021-09",1297527,1696,2666
"686","Cormyr","2021-10",1860314,1696,2666
"687","Cormyr","2021-11",1402865,1696,2666
"688","Cormyr","2023-05",1351927,1696,2666
"689","Cormyr","2023-06",1322244,1696,2666
"690","Cormyr","2023-07",1430140,1696,2666
"691","Cormyr","2023-08",1520129,1696,2666
"692","Cormyr","2020-02",1128635,1696,2666
"693","Cormyr","2021-04",1296093,1696,2666
"694","Cormyr","2019-02",1196551,1696,2666
"695","Cormyr","2019-03",1383400,1696,2666
"696","Cormyr","2019-04",1398720,1696,2666
"697","Cormyr","2019-05",1309180,1696,2666
"698","Cormyr","2019-06",1204502,1696,2666
"699","Cormyr","2019-07",1207083,1696,2666
"700","Cormyr","2019-08",1014869,1696,2666
"701","Cormyr","2019-09",1029262,1696,2666
"702","Cormyr","2019-10",1303878,1696,2666
"703","Cormyr","2019-11",1168747,1696,2666
"704","Cormyr","2021-02",1387877,1696,2666
"705","Cormyr","2021-03",1548561,1696,2666
"706","Cormyr","2019-01",1292719,1696,2666
"707","Cormyr","2022-05",1499861,1696,2666
"708","Cormyr","2022-06",1438088,1696,2666
"709","Cormyr","2022-07",1385854,1696,2666
"710","Cormyr","2022-08",1211372,1696,2666
"711","Cormyr","2022-09",1633838,1696,2666
"712","Cormyr","2022-10",1779031,1696,2666
"713","Cormyr","2022-11",1467886,1696,2666
"714","Cormyr","2020-01",1050807,1696,2666
"715","Cormyr","2021-12",1651594,1696,2666
"716","Cormyr","2022-01",1511621,1696,2666
"717","Cormyr","2019-12",1112143,1696,2666
"718","Cormyr","2022-02",1563534,1696,2666
"719","Cormyr","2022-04",995832,1696,2666
"720","Cormyr","2022-03",1529010,1696,2666
"721","Damara","2019-01",685715,1112,2082
"722","Damara","2019-02",576944,1112,2082
"723","Damara","2019-08",760852,1112,2082
"724","Damara","2019-05",772618,1112,2082
"725","Damara","2019-06",625540,1112,2082
"726","Damara","2019-03",620110,1112,2082
"727","Damara","2019-04",652806,1112,2082
"728","Damara","2019-09",678931,1112,2082
"729","Damara","2019-10",776236,1112,2082
"730","Damara","2019-07",718002,1112,2082
"731","Damara","2022-11",622342,1112,2082
"732","Damara","2022-03",480925,1112,2082
"733","Damara","2022-04",627924,1112,2082
"734","Damara","2022-05",759865,1112,2082
"735","Damara","2022-06",704047,1112,2082
"736","Damara","2022-07",847781,1112,2082
"737","Damara","2022-08",599040,1112,2082
"738","Damara","2022-09",798654,1112,2082
"739","Damara","2022-10",658213,1112,2082
"740","Damara","2020-08",647403,1112,2082
"741","Damara","2022-12",765439,1112,2082
"742","Damara","2023-01",634725,1112,2082
"743","Damara","2023-02",564248,1112,2082
"744","Damara","2019-11",541844,1112,2082
"745","Damara","2019-12",682752,1112,2082
"746","Damara","2020-01",755082,1112,2082
"747","Damara","2020-02",619873,1112,2082
"748","Damara","2020-03",723337,1112,2082
"749","Damara","2020-04",559777,1112,2082
"750","Damara","2020-05",664897,1112,2082
"751","Damara","2020-06",916327,1112,2082
"752","Damara","2020-07",647869,1112,2082
"753","Damara","2021-09",715563,1112,2082
"754","Damara","2021-10",714991,1112,2082
"755","Damara","2021-11",520733,1112,2082
"756","Damara","2021-12",653808,1112,2082
"757","Damara","2022-01",688889,1112,2082
"758","Damara","2022-02",674106,1112,2082
"759","Damara","2023-03",613867,1112,2082
"760","Damara","2023-04",762638,1112,2082
"761","Damara","2023-05",644058,1112,2082
"762","Damara","2023-06",745398,1112,2082
"763","Damara","2023-07",568328,1112,2082
"764","Damara","2023-08",783303,1112,2082
"765","Damara","2023-09",847202,1112,2082
"766","Damara","2023-10",888344,1112,2082
"767","Damara","2023-11",757600,1112,2082
"768","Damara","2020-09",723239,1112,2082
"769","Damara","2020-10",667154,1112,2082
"770","Damara","2020-11",686210,1112,2082
"771","Damara","2020-12",754035,1112,2082
"772","Damara","2021-01",853970,1112,2082
"773","Damara","2021-02",748623,1112,2082
"774","Damara","2021-03",615518,1112,2082
"775","Damara","2021-04",517724,1112,2082
"776","Damara","2021-05",667966,1112,2082
"777","Damara","2021-06",601209,1112,2082
"778","Damara","2021-07",578292,1112,2082
"779","Damara","2021-08",759767,1112,2082
"780","Damara","2023-12",748437,1112,2082
"781","Dambrath","2021-01",404366,777,1747
"782","Dambrath","2021-02",503275,777,1747
"783","Dambrath","2021-03",421162,777,1747
"784","Dambrath","2021-05",474835,777,1747
"785","Dambrath","2023-11",342916,777,1747
"786","Dambrath","2023-12",529525,777,1747
"787","Dambrath","2020-07",577267,777,1747
"788","Dambrath","2020-08",521544,777,1747
"789","Dambrath","2020-09",443515,777,1747
"790","Dambrath","2020-10",504837,777,1747
"791","Dambrath","2020-11",405684,777,1747
"792","Dambrath","2020-12",489758,777,1747
"793","Dambrath","2023-04",664271,777,1747
"794","Dambrath","2023-05",456189,777,1747
"795","Dambrath","2023-06",417197,777,1747
"796","Dambrath","2021-04",446457,777,1747
"797","Dambrath","2023-08",480113,777,1747
"798","Dambrath","2023-09",441619,777,1747
"799","Dambrath","2023-10",489955,777,1747
"800","Dambrath","2020-06",540326,777,1747
"801","Dambrath","2021-08",505966,777,1747
"802","Dambrath","2021-09",443045,777,1747
"803","Dambrath","2021-10",363994,777,1747
"804","Dambrath","2021-11",304878,777,1747
"805","Dambrath","2021-12",433116,777,1747
"806","Dambrath","2022-01",511367,777,1747
"807","Dambrath","2022-02",506058,777,1747
"808","Dambrath","2022-03",555266,777,1747
"809","Dambrath","2023-07",431174,777,1747
"810","Dambrath","2019-01",476927,777,1747
"811","Dambrath","2019-02",636343,777,1747
"812","Dambrath","2021-06",346074,777,1747
"813","Dambrath","2021-07",365601,777,1747
"814","Dambrath","2019-05",397077,777,1747
"815","Dambrath","2019-06",506308,777,1747
"816","Dambrath","2019-07",434694,777,1747
"817","Dambrath","2019-08",347368,777,1747
"818","Dambrath","2019-09",498302,777,1747
"819","Dambrath","2019-10",557295,777,1747
"820","Dambrath","2019-11",525946,777,1747
"821","Dambrath","2019-12",472195,777,1747
"822","Dambrath","2020-01",499643,777,1747
"823","Dambrath","2020-02",547800,777,1747
"824","Dambrath","2020-03",532075,777,1747
"825","Dambrath","2019-03",685635,777,1747
"826","Dambrath","2019-04",476254,777,1747
"827","Dambrath","2022-08",477162,777,1747
"828","Dambrath","2022-09",470274,777,1747
"829","Dambrath","2022-10",590696,777,1747
"830","Dambrath","2022-11",550720,777,1747
"831","Dambrath","2022-12",434644,777,1747
"832","Dambrath","2023-01",497883,777,1747
"833","Dambrath","2023-02",433869,777,1747
"834","Dambrath","2023-03",540752,777,1747
"835","Dambrath","2020-05",537802,777,1747
"836","Dambrath","2022-04",528332,777,1747
"837","Dambrath","2022-05",417469,777,1747
"838","Dambrath","2020-04",401156,777,1747
"839","Dambrath","2022-06",465284,777,1747
"840","Dambrath","2022-07",472761,777,1747
"841","Durpar","2019-02",506192,70,1040
"842","Durpar","2019-03",590295,70,1040
"843","Durpar","2019-09",885866,70,1040
"844","Durpar","2019-01",564878,70,1040
"845","Durpar","2019-06",779256,70,1040
"846","Durpar","2019-07",1000377,70,1040
"847","Durpar","2019-04",582575,70,1040
"848","Durpar","2019-05",658591,70,1040
"849","Durpar","2019-10",1089331,70,1040
"850","Durpar","2019-11",604113,70,1040
"851","Durpar","2019-08",907760,70,1040
"852","Durpar","2022-12",639433,70,1040
"853","Durpar","2022-04",923039,70,1040
"854","Durpar","2022-05",678376,70,1040
"855","Durpar","2022-06",796278,70,1040
"856","Durpar","2022-07",905334,70,1040
"857","Durpar","2022-08",611727,70,1040
"858","Durpar","2022-09",872762,70,1040
"859","Durpar","2022-10",836953,70,1040
"860","Durpar","2022-11",634046,70,1040
"861","Durpar","2020-09",952247,70,1040
"862","Durpar","2023-01",418536,70,1040
"863","Durpar","2023-02",646981,70,1040
"864","Durpar","2023-03",573867,70,1040
"865","Durpar","2019-12",852642,70,1040
"866","Durpar","2020-01",668716,70,1040
"867","Durpar","2020-02",759667,70,1040
"868","Durpar","2020-03",921344,70,1040
"869","Durpar","2020-04",867915,70,1040
"870","Durpar","2020-05",833075,70,1040
"871","Durpar","2020-06",1105602,70,1040
"872","Durpar","2020-07",867782,70,1040
"873","Durpar","2020-08",846426,70,1040
"874","Durpar","2021-10",1025304,70,1040
"875","Durpar","2021-11",682541,70,1040
"876","Durpar","2021-12",910010,70,1040
"877","Durpar","2022-01",1026974,70,1040
"878","Durpar","2022-02",973837,70,1040
"879","Durpar","2022-03",825903,70,1040
"880","Durpar","2023-04",482296,70,1040
"881","Durpar","2023-05",603189,70,1040
"882","Durpar","2023-06",601361,70,1040
"883","Durpar","2023-07",736176,70,1040
"884","Durpar","2023-08",515595,70,1040
"885","Durpar","2023-09",654838,70,1040
"886","Durpar","2023-10",733638,70,1040
"887","Durpar","2023-11",624262,70,1040
"888","Durpar","2023-12",636193,70,1040
"889","Durpar","2020-10",1056229,70,1040
"890","Durpar","2020-11",1048263,70,1040
"891","Durpar","2020-12",711030,70,1040
"892","Durpar","2021-01",862634,70,1040
"893","Durpar","2021-02",656372,70,1040
"894","Durpar","2021-03",784402,70,1040
"895","Durpar","2021-04",914648,70,1040
"896","Durpar","2021-05",731098,70,1040
"897","Durpar","2021-06",675025,70,1040
"898","Durpar","2021-07",984536,70,1040
"899","Durpar","2021-08",850719,70,1040
"900","Durpar","2021-09",1010096,70,1040
"901","Dwarfholds","2021-02",921267,2529,3499
"902","Dwarfholds","2021-03",1275297,2529,3499
"903","Dwarfholds","2021-04",1334567,2529,3499
"904","Dwarfholds","2021-05",1163200,2529,3499
"905","Dwarfholds","2021-06",1160290,2529,3499
"906","Dwarfholds","2023-12",1468973,2529,3499
"907","Dwarfholds","2020-07",1704881,2529,3499
"908","Dwarfholds","2020-08",1358642,2529,3499
"909","Dwarfholds","2020-09",1609545,2529,3499
"910","Dwarfholds","2020-10",1706072,2529,3499
"911","Dwarfholds","2020-11",1331049,2529,3499
"912","Dwarfholds","2020-12",1328362,2529,3499
"913","Dwarfholds","2021-01",1343454,2529,3499
"914","Dwarfholds","2023-05",1710895,2529,3499
"915","Dwarfholds","2023-06",1413829,2529,3499
"916","Dwarfholds","2023-07",1756382,2529,3499
"917","Dwarfholds","2023-08",1548665,2529,3499
"918","Dwarfholds","2023-09",1533593,2529,3499
"919","Dwarfholds","2023-10",1588940,2529,3499
"920","Dwarfholds","2023-11",1587605,2529,3499
"921","Dwarfholds","2021-08",1189573,2529,3499
"922","Dwarfholds","2021-09",1354988,2529,3499
"923","Dwarfholds","2021-10",1564174,2529,3499
"924","Dwarfholds","2021-11",1396953,2529,3499
"925","Dwarfholds","2021-12",1276133,2529,3499
"926","Dwarfholds","2022-01",1503523,2529,3499
"927","Dwarfholds","2022-02",1488022,2529,3499
"928","Dwarfholds","2022-03",1870876,2529,3499
"929","Dwarfholds","2022-04",1698696,2529,3499
"930","Dwarfholds","2019-01",1621892,2529,3499
"931","Dwarfholds","2019-02",1256424,2529,3499
"932","Dwarfholds","2019-03",1554724,2529,3499
"933","Dwarfholds","2021-07",1401076,2529,3499
"934","Dwarfholds","2019-05",1550254,2529,3499
"935","Dwarfholds","2019-06",1228413,2529,3499
"936","Dwarfholds","2019-07",1312790,2529,3499
"937","Dwarfholds","2019-08",1509192,2529,3499
"938","Dwarfholds","2019-09",1529958,2529,3499
"939","Dwarfholds","2019-10",1405552,2529,3499
"940","Dwarfholds","2019-11",1512717,2529,3499
"941","Dwarfholds","2019-12",1255269,2529,3499
"942","Dwarfholds","2020-01",1605243,2529,3499
"943","Dwarfholds","2020-02",1492419,2529,3499
"944","Dwarfholds","2020-03",1342344,2529,3499
"945","Dwarfholds","2020-04",1358874,2529,3499
"946","Dwarfholds","2019-04",1427960,2529,3499
"947","Dwarfholds","2020-06",1621485,2529,3499
"948","Dwarfholds","2022-09",1512552,2529,3499
"949","Dwarfholds","2022-10",1375236,2529,3499
"950","Dwarfholds","2022-11",1381108,2529,3499
"951","Dwarfholds","2022-12",1492467,2529,3499
"952","Dwarfholds","2023-01",1525313,2529,3499
"953","Dwarfholds","2023-02",1634592,2529,3499
"954","Dwarfholds","2023-03",1775782,2529,3499
"955","Dwarfholds","2023-04",1630392,2529,3499
"956","Dwarfholds","2022-08",1626620,2529,3499
"957","Dwarfholds","2022-05",1649032,2529,3499
"958","Dwarfholds","2022-06",1641572,2529,3499
"959","Dwarfholds","2020-05",1343030,2529,3499
"960","Dwarfholds","2022-07",1641938,2529,3499
"961","Estagund","2019-02",160835,171,1141
"962","Estagund","2019-03",202259,171,1141
"963","Estagund","2019-04",200903,171,1141
"964","Estagund","2019-10",187335,171,1141
"965","Estagund","2019-06",313726,171,1141
"966","Estagund","2019-07",257692,171,1141
"967","Estagund","2019-08",257163,171,1141
"968","Estagund","2019-05",287871,171,1141
"969","Estagund","2023-01",132634,171,1141
"970","Estagund","2019-11",261554,171,1141
"971","Estagund","2019-12",233207,171,1141
"972","Estagund","2019-09",305790,171,1141
"973","Estagund","2019-01",222126,171,1141
"974","Estagund","2022-05",173036,171,1141
"975","Estagund","2022-06",157763,171,1141
"976","Estagund","2022-07",244934,171,1141
"977","Estagund","2022-08",323609,171,1141
"978","Estagund","2022-09",299439,171,1141
"979","Estagund","2022-10",260876,171,1141
"980","Estagund","2022-11",198561,171,1141
"981","Estagund","2022-12",118277,171,1141
"982","Estagund","2020-10",403792,171,1141
"983","Estagund","2023-02",167781,171,1141
"984","Estagund","2023-03",217324,171,1141
"985","Estagund","2023-04",291842,171,1141
"986","Estagund","2020-01",331816,171,1141
"987","Estagund","2020-02",236134,171,1141
"988","Estagund","2020-03",596429,171,1141
"989","Estagund","2020-04",382708,171,1141
"990","Estagund","2020-05",535888,171,1141
"991","Estagund","2020-06",273233,171,1141
"992","Estagund","2020-07",544029,171,1141
"993","Estagund","2020-08",578692,171,1141
"994","Estagund","2020-09",239426,171,1141
"995","Estagund","2021-11",195787,171,1141
"996","Estagund","2021-12",211171,171,1141
"997","Estagund","2022-01",232629,171,1141
"998","Estagund","2022-02",216703,171,1141
"999","Estagund","2022-03",135669,171,1141
"1000","Estagund","2022-04",212429,171,1141
"1001","Estagund","2021-03",487752,171,1141
"1002","Estagund","2023-05",179641,171,1141
"1003","Estagund","2023-06",242158,171,1141
"1004","Estagund","2023-07",278205,171,1141
"1005","Estagund","2023-08",306951,171,1141
"1006","Estagund","2023-09",230904,171,1141
"1007","Estagund","2023-10",182383,171,1141
"1008","Estagund","2023-11",147584,171,1141
"1009","Estagund","2023-12",358940,171,1141
"1010","Estagund","2020-11",615928,171,1141
"1011","Estagund","2020-12",446029,171,1141
"1012","Estagund","2021-01",438309,171,1141
"1013","Estagund","2021-02",461730,171,1141
"1014","Estagund","2021-07",298326,171,1141
"1015","Estagund","2021-04",527377,171,1141
"1016","Estagund","2021-05",436749,171,1141
"1017","Estagund","2021-06",376900,171,1141
"1018","Estagund","2021-08",429331,171,1141
"1019","Estagund","2021-09",292371,171,1141
"1020","Estagund","2021-10",300478,171,1141
"1021","Gracklstugh","2021-03",83149,NA,NA
"1022","Gracklstugh","2019-01",119800,NA,NA
"1023","Gracklstugh","2019-02",132654,NA,NA
"1024","Gracklstugh","2019-03",184491,NA,NA
"1025","Gracklstugh","2019-04",210871,NA,NA
"1026","Gracklstugh","2019-05",187778,NA,NA
"1027","Gracklstugh","2019-06",174541,NA,NA
"1028","Gracklstugh","2019-07",81555,NA,NA
"1029","Gracklstugh","2019-08",302134,NA,NA
"1030","Gracklstugh","2021-01",154760,NA,NA
"1031","Gracklstugh","2021-02",146270,NA,NA
"1032","Gracklstugh","2021-04",244857,NA,NA
"1033","Gracklstugh","2021-05",162383,NA,NA
"1034","Gracklstugh","2021-06",185606,NA,NA
"1035","Gracklstugh","2021-07",127961,NA,NA
"1036","Gracklstugh","2021-08",199312,NA,NA
"1037","Gracklstugh","2021-09",226970,NA,NA
"1038","Gracklstugh","2021-10",221224,NA,NA
"1039","Gracklstugh","2021-11",250679,NA,NA
"1040","Gracklstugh","2021-12",240848,NA,NA
"1041","Gracklstugh","2022-01",202095,NA,NA
"1042","Gracklstugh","2022-02",154917,NA,NA
"1043","Gracklstugh","2023-07",195267,NA,NA
"1044","Gracklstugh","2023-04",185482,NA,NA
"1045","Gracklstugh","2023-05",297870,NA,NA
"1046","Gracklstugh","2023-06",265257,NA,NA
"1047","Gracklstugh","2022-03",176058,NA,NA
"1048","Gracklstugh","2023-08",224674,NA,NA
"1049","Gracklstugh","2023-09",177288,NA,NA
"1050","Gracklstugh","2023-10",150488,NA,NA
"1051","Gracklstugh","2023-11",108002,NA,NA
"1052","Gracklstugh","2023-12",217423,NA,NA
"1053","Gracklstugh","2020-07",148522,NA,NA
"1054","Gracklstugh","2020-08",168453,NA,NA
"1055","Gracklstugh","2020-09",192379,NA,NA
"1056","Gracklstugh","2020-10",104355,NA,NA
"1057","Gracklstugh","2020-11",200419,NA,NA
"1058","Gracklstugh","2020-12",262299,NA,NA
"1059","Gracklstugh","2019-11",156009,NA,NA
"1060","Gracklstugh","2019-12",211391,NA,NA
"1061","Gracklstugh","2022-04",145146,NA,NA
"1062","Gracklstugh","2022-05",182281,NA,NA
"1063","Gracklstugh","2022-06",174372,NA,NA
"1064","Gracklstugh","2022-07",222648,NA,NA
"1065","Gracklstugh","2022-08",245714,NA,NA
"1066","Gracklstugh","2022-09",132527,NA,NA
"1067","Gracklstugh","2022-10",131518,NA,NA
"1068","Gracklstugh","2022-11",254863,NA,NA
"1069","Gracklstugh","2022-12",228867,NA,NA
"1070","Gracklstugh","2019-09",195820,NA,NA
"1071","Gracklstugh","2019-10",232856,NA,NA
"1072","Gracklstugh","2023-02",227339,NA,NA
"1073","Gracklstugh","2023-03",171380,NA,NA
"1074","Gracklstugh","2020-01",180191,NA,NA
"1075","Gracklstugh","2020-02",141822,NA,NA
"1076","Gracklstugh","2020-03",75973,NA,NA
"1077","Gracklstugh","2020-04",201533,NA,NA
"1078","Gracklstugh","2020-05",245537,NA,NA
"1079","Gracklstugh","2020-06",174757,NA,NA
"1080","Gracklstugh","2023-01",204748,NA,NA
"1081","Great Dale","2019-01",449380,879,1849
"1082","Great Dale","2019-09",316146,879,1849
"1083","Great Dale","2019-10",175661,879,1849
"1084","Great Dale","2019-11",279146,879,1849
"1085","Great Dale","2019-12",263961,879,1849
"1086","Great Dale","2020-01",209278,879,1849
"1087","Great Dale","2020-02",299003,879,1849
"1088","Great Dale","2019-02",252715,879,1849
"1089","Great Dale","2019-03",307528,879,1849
"1090","Great Dale","2019-04",343252,879,1849
"1091","Great Dale","2019-05",310917,879,1849
"1092","Great Dale","2019-06",169397,879,1849
"1093","Great Dale","2019-07",359262,879,1849
"1094","Great Dale","2019-08",288386,879,1849
"1095","Great Dale","2021-11",261790,879,1849
"1096","Great Dale","2021-12",292116,879,1849
"1097","Great Dale","2022-01",295195,879,1849
"1098","Great Dale","2022-02",243226,879,1849
"1099","Great Dale","2022-03",174205,879,1849
"1100","Great Dale","2022-04",243863,879,1849
"1101","Great Dale","2022-05",402234,879,1849
"1102","Great Dale","2022-06",239142,879,1849
"1103","Great Dale","2022-07",207969,879,1849
"1104","Great Dale","2022-08",267867,879,1849
"1105","Great Dale","2022-09",284223,879,1849
"1106","Great Dale","2022-10",264959,879,1849
"1107","Great Dale","2022-11",335251,879,1849
"1108","Great Dale","2022-12",348900,879,1849
"1109","Great Dale","2023-01",251915,879,1849
"1110","Great Dale","2023-02",212797,879,1849
"1111","Great Dale","2023-03",446310,879,1849
"1112","Great Dale","2023-04",251757,879,1849
"1113","Great Dale","2023-05",305893,879,1849
"1114","Great Dale","2023-06",159785,879,1849
"1115","Great Dale","2020-03",249671,879,1849
"1116","Great Dale","2020-04",215808,879,1849
"1117","Great Dale","2020-05",193832,879,1849
"1118","Great Dale","2020-06",276972,879,1849
"1119","Great Dale","2020-07",275971,879,1849
"1120","Great Dale","2020-08",208003,879,1849
"1121","Great Dale","2020-09",211116,879,1849
"1122","Great Dale","2020-10",258882,879,1849
"1123","Great Dale","2020-11",231715,879,1849
"1124","Great Dale","2020-12",189624,879,1849
"1125","Great Dale","2021-01",301689,879,1849
"1126","Great Dale","2021-02",239347,879,1849
"1127","Great Dale","2021-03",241384,879,1849
"1128","Great Dale","2021-04",242274,879,1849
"1129","Great Dale","2021-05",303126,879,1849
"1130","Great Dale","2021-06",175157,879,1849
"1131","Great Dale","2021-07",287687,879,1849
"1132","Great Dale","2021-08",291681,879,1849
"1133","Great Dale","2021-09",257228,879,1849
"1134","Great Dale","2021-10",333549,879,1849
"1135","Great Dale","2023-12",293850,879,1849
"1136","Great Dale","2023-08",248620,879,1849
"1137","Great Dale","2023-09",301264,879,1849
"1138","Great Dale","2023-10",272674,879,1849
"1139","Great Dale","2023-07",335543,879,1849
"1140","Great Dale","2023-11",327278,879,1849
"1141","Gundarlund","2023-08",181661,2823,3793
"1142","Gundarlund","2023-09",119140,2823,3793
"1143","Gundarlund","2023-10",140477,2823,3793
"1144","Gundarlund","2023-12",234390,2823,3793
"1145","Gundarlund","2020-08",106083,2823,3793
"1146","Gundarlund","2020-09",75164,2823,3793
"1147","Gundarlund","2023-11",160503,2823,3793
"1148","Gundarlund","2023-07",100471,2823,3793
"1149","Gundarlund","2021-04",165806,2823,3793
"1150","Gundarlund","2021-05",105547,2823,3793
"1151","Gundarlund","2021-06",122370,2823,3793
"1152","Gundarlund","2021-07",133761,2823,3793
"1153","Gundarlund","2021-08",107792,2823,3793
"1154","Gundarlund","2021-09",216177,2823,3793
"1155","Gundarlund","2021-10",116226,2823,3793
"1156","Gundarlund","2020-10",174176,2823,3793
"1157","Gundarlund","2020-11",165227,2823,3793
"1158","Gundarlund","2020-12",102134,2823,3793
"1159","Gundarlund","2021-01",172687,2823,3793
"1160","Gundarlund","2021-02",159085,2823,3793
"1161","Gundarlund","2021-03",137925,2823,3793
"1162","Gundarlund","2019-01",57551,2823,3793
"1163","Gundarlund","2019-02",132609,2823,3793
"1164","Gundarlund","2019-03",153812,2823,3793
"1165","Gundarlund","2019-04",97380,2823,3793
"1166","Gundarlund","2019-05",177765,2823,3793
"1167","Gundarlund","2019-06",69715,2823,3793
"1168","Gundarlund","2019-07",145341,2823,3793
"1169","Gundarlund","2019-08",226621,2823,3793
"1170","Gundarlund","2019-09",228411,2823,3793
"1171","Gundarlund","2019-10",125121,2823,3793
"1172","Gundarlund","2019-11",232205,2823,3793
"1173","Gundarlund","2019-12",149806,2823,3793
"1174","Gundarlund","2020-01",107283,2823,3793
"1175","Gundarlund","2020-02",107000,2823,3793
"1176","Gundarlund","2020-03",161428,2823,3793
"1177","Gundarlund","2020-04",107562,2823,3793
"1178","Gundarlund","2020-05",179837,2823,3793
"1179","Gundarlund","2020-06",141822,2823,3793
"1180","Gundarlund","2020-07",209564,2823,3793
"1181","Gundarlund","2022-10",239322,2823,3793
"1182","Gundarlund","2022-11",163581,2823,3793
"1183","Gundarlund","2021-11",129969,2823,3793
"1184","Gundarlund","2021-12",160878,2823,3793
"1185","Gundarlund","2022-01",149730,2823,3793
"1186","Gundarlund","2022-02",131446,2823,3793
"1187","Gundarlund","2022-03",199261,2823,3793
"1188","Gundarlund","2022-04",104160,2823,3793
"1189","Gundarlund","2022-05",129058,2823,3793
"1190","Gundarlund","2022-06",144850,2823,3793
"1191","Gundarlund","2022-07",229555,2823,3793
"1192","Gundarlund","2022-08",160545,2823,3793
"1193","Gundarlund","2022-09",142093,2823,3793
